82,"SKIN, HIDE, BARK","kukwa kidowo, kukwa finawa","*-barak, *mar(kun)","rì-kàzà, **rikaza ri, **o-vokolo",?,ùkpàn,ù-wɛ̀dɛ́,"ì-lápà, soʔò, ìgúgù","*ku-tan, *wugu, *kugu",ú-ká,?,*u-wá:ba,?,"ó-wá, **u-kwu",?,?,u-kena,?,"ku-kwa+ku+pi+jer, ku-kwa=ku+pi-nama, ku-boko ka-ti","ùkpã̀, kə́:vû"
82,"SKIN, HIDE, BARK",1,2,3,?,4,5,6,5,4,?,5,?,4,?,?,4,?,4,4
83,SMELL (OF): SMELL (TR.),kunje,**gunni; *-gunak,"**un-ɲa, **un-ɲa tukuku",?,?,kwɛ̀smá,wúsúmònò; wúsúmónə́mà,*nukunu,wə́sɛ́,?,?,?,**uhija,?,?,ù-pùnò,?,u-jeg,"ʃà´ :mâ, tsúɱgbâ"
83,SMELL (OF): SMELL (TR.),1,2,3,?,?,4,5,3,4,?,?,?,7,?,?,8,?,9,0
84,SNAKE,fijij,jɔwi,bì-wá,?,kóókò,òblâ,ìhwáʔà,onisalɪp,ù-ɸɔ́,bi-wa,hoʔa;  *á:-hu:a,?,bó-wá,beni,e-wok,h-joha,u-wa,pi-jowo,kó:kò
84,SNAKE,1,2,3,?,4,5,6,7,5,3,8,?,3,9,0,8,3,2,4
85,SONG,avu,**a-ʃamzi  a  ʃam,*i-rina,?,vìshìpà,?,?,?,?,?,hazəg,?,**uwuno,?,?,?,?,ku-siva,vù-ʃìpà
85,SONG,1,2,3,?,4,?,?,?,?,?,5,?,6,?,?,?,?,7,4
86,"SPEAK, TO",u-liru,*raba; *zi-bin,*banu,?,dànsá,ìgmə̂,?,**woro; **lelikja; **miga,zɛ́ʔ; rɔ́r; tɛ́pɛ́r,?,*(mi:)*ʧúza:ma,?,asa (na-sa  ?),?,?,wopə,?,vere,dã̀sà
86,"SPEAK, TO",9,1,2,?,3,4,?,5,6,?,7,?,8,?,?,5,?,9,3
87,TO SPIT,?,**tan  a-ʧiʧi,*ʧate taje,?,?,?,ə-tḿbi,*burkeja,?,?,?,?,**ʧefi,?,?,?,?,ʧitkara,ʤìrà
87,TO SPIT,?,1,1,?,?,?,3,4,?,?,?,?,1,?,?,?,?,1,2
88,"SPREAD IN SUN TO DRY, TO",ute,**jije rigen in wai,**sazara ug-ɲai di wui,?,?,?,?,kanga kun meme,?,?,?,?,nateh,?,?,?,?,a anjen indok,é:ckpê
88,"SPREAD IN SUN TO DRY, TO",1,2,3,?,?,?,?,4,?,?,?,?,1,?,?,?,?,5,6
89,"STICKY, TO BE","u-danku  H., **gangan",**a-nabti,*madaki,?,?,?,?,*madabana,?,?,?,?,**uʧiru,?,?,?,?,igamban,?
89,"STICKY, TO BE",3,2,1,?,?,?,?,1,?,?,?,?,4,?,?,?,?,5,?
90,"STONE, ROCK",li-tala,paŋ,rì-zùwà *ri-zuwa,ku-ʃali,kàtàlì,d-tà:rè,ì-tà:jà,nɪ-ta,ə́r-tā́r *o-taʔar,li-pɔ,tare,?,o-tale,lɪ-ta,"ri-pan , li-",ú-tárɛ,wu-tai,ri-kwag ku-pana,kà-tà:lì
90,"STONE, ROCK",1,2,3,1,1,1,1,1,1,4,1,?,1,1,2,1,1,5,1
91,TAKE OUT OF: EMPTY,u-fulu,**dojer ba,*ita,?,?,?,kásà,"*piza, *kahuni",?,?,*mo wá:o,?,**katterh-naŋ,?,?,?,?,"ʧitda, kupanko",tsũ̀w)ɔ̃̀
91,TAKE OUT OF: EMPTY,1,2,3,?,?,?,4,5,?,?,6,?,7,?,?,?,?,8,9
92,THING,i-mon,njen (ni),*ij-abo  H.?,?,vìlíì,?,ì-jì,*kakuʃi,?,?,?,?,*apuahai,kakuʃika,ianɛnaŋga,?,?,ki-ranwa,ì:-lî
92,THING,1,2,3,?,4,?,2,5,?,?,?,?,6,5,7,?,?,8,4
93,"TONGUE, LANGUAGE","li-lem, timap","¥am, *-rakut","ǹ-léŋ, *e-boze",?,kèléntsù,d-rémé,"àɲà:tu, ʧìgánə̀ŋgà","pɪ-¥ɛm, *u-jare",ə̀l-lém,lɪ-lɛm,á-rjĩn,ja-lim,né-njám**ti-jare,pɪ-lim,u-lɛm,rí-lùmè,i-liam,"di-rem, tivervene",kèléntsû
93,"TONGUE, LANGUAGE",1,1,1,?,2,3,4,1,3,1,3,1,4,1,1,1,1,3,2
94,TOOTH,*li-jini,jɪn,bì-ní,tin-je,kàngà,ʊ-nì:ně,nì-ɲíɲù,u-baŋgo,"ù-jín, ù-nín",lɪ-hini,e-jala  *lí:-ni:e ni:e,?,né-jéné,u-baŋgo,ri-ʤɪn,rè-nũ̀hĩ̀,i-inni,pi-jini,kà-ngà
94,TOOTH,1,1,1,1,2,1,1,3,1,1,1,?,1,3,1,5,1,1,2
95,TORTOISE,**kukulufet (H.?),*kukur,bì-gə̀ŋkə̀rə̀ní,?,màkpàgà,kà:rò,ì-kwàkí:kə̀w,kakus,ú-ká:r,?,u-ogʌl,?,*u-kurki,?,?,hí-kpàgúlù,?,ka-kur kakur,mà-kpàgà
95,TORTOISE,1,1,4,?,2,3,1,1,3,?,4,?,1,?,?,1,?,1,2
96,TREE,ku-ʧa,a-kun,u-titi,ta-ʧi,màɗángà,cě,ì’à’ù,ku-ʧi,ù-cé,o-titi,u-əə; *ó:-õõ,ti-ʃi,ú-tí,kɪ-ʧi,ɔ-kun~u-,ú-cə̃̀,u-ti,ka-ti,mà-ɗáŋgà
96,TREE,1,1,2,2,3,4,5,2,4,1,5,2,1,2,1,5,1,1,3
97,TWIN,i-bari,**a-pijas,*in bara,?,màpèshè,wà rús-ù,?,*i-pana,?,?,?,?,**nm-bara,?,?,?,?,ma-va,mpeʃe
97,TWIN,1,3,1,?,2,4,?,5,?,?,?,?,1,?,?,?,?,6,2
98,WANT (DESIRE): LACK SEEK,"u-su; u-dimunba, usalin se, upiziru",bari,"u-barsa, **mda men no ne, **giŋ ag-rau",?,ciga,"tɔ̀nɔ̀, rásà  H.",gúmànà,"*in wanda; *indiba, *kankari",cɔn,ʤasu,?,?,"*tare, **u-zau",ʤasu,so  H.,á:-tà,?,"nsuni, u-zaar","cìgà, lə́nsə̂"
98,WANT (DESIRE): LACK SEEK,5,1,1,?,2,3,9,8,7,6,?,?,1,6,5,3,?,4,2
99,WAR,*li-kom,kɔŋ,*jaki H.,?,vìshílì,d-gà:gò,ì-gjásà,nɪ-guma,ə̀r-gə́n,lɪ-kɔno,ə-gas,?,ń-tá,lɪ-guma,ri-koŋ,?,i-kɔno,ri-guma,kù-võ̀
99,WAR,1,1,3,?,4,2,5,5,5,1,5,?,6,5,1,?,1,5,2
100,WATER,inwen,niŋ,mə̀ɲí,moni,mìnì,m̀hɔ̀ (:),mò,mńi,ə̀mhɔ́ʔ (ɔ̃ ?); ə̀mmíʔ,manji,mńi,mani,*mɪni,mńi,mɪnɪŋ,?,mani,?,mìnì
100,WATER,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,?,2,?,2
101,WING,a-gilit,*afuka-fuki,*u-ganlun,?,kùvélù,ù-kàpó,ì-piã̀,*a-galle,ú-kə́kə́n,?,?,?,ù-gàrnâŋ,ku-vek,?,ú-pètà,?,o-gáŋné,kù-vèlù
101,WING,1,5,1,?,2,3,4,1,6,?,?,?,1,2,?,4,?,1,2
102,"WOMAN, WIFE","uwani, uwani","-hu, *-huu","ò-wâj, ò-wájòhóŋ",amadaja (sg. = H. ?),vùká,"nètá, nètá",bùʔõi bùʔõi,o-ni-ɪ -kwa,*neʔa,u-nnɛ,bo-ə,ma-dai,bó-rái,pu-pa,u-kwo,?,"u-nuai, u-nuai",?,"vùkâ, vùkâ"
102,"WOMAN, WIFE",2,3,4,5,1,6,9,8,6,8,7,0,7,7,8,?,2,?,1
103,ONE,*lu-ruŋ,(ka-)ndɔŋ,díŋkà,wondi,ètè,ʧiŋ,hĩ,pi-ɪn ~ nu-ɥɪn ~ni-jin,ʧoon,ɪnde; diŋkɛ,*hĩ́:a; ndɛ,wandi,*din ~ lidi,inu ~ ruŋ ~lɪŋ ~gum,-doŋ ~ ri-,?,hini,?,-tè
103,ONE,1,1,4,5,2,3,6,2,3,"{2,4}",5,5,"{2,5}",2,1,?,"{2,5}",?,2
104,TWO,im-ba,a-ba~za-ba,rèpó,raki,ìrè,ìllə̀; ìʔílə̀,jó:gó,pi-ba (~e-~a-~na-),"jor, ujor",tɪ-rɛ (~wa-~a-),i-rjɛ,reke,-rjá,ba-o~a-ba (~ɪ-~ma-~tu-),a-ba~ti-ba,rì-sə́,rere,ka-va,-rè
104,TWO,1,1,3,3,2,2,3,1,3,2,2,3,2,1,1,2,2,1,2
106,FOUR,nnas,a-nas,nàzé,nazi,-nə́ʃì,"nássé, ìná:sè",nó:ʃì,pe-nas~e-,na̍s,tɪ-naze,i-nəʃi,naze,-nááze,naz-o; tu-nas,ti-nas,la-naʃɛ̃́,naʤe,ka-nas,-nə́ʃì
106,FOUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,FIVE,n-ntaun,a-tuon,ʃíbí,ʃu,tawun,táŋ; ìtâŋ,tá,pi-ʃi ( ~ɪpi- ~kɪ- ~gɪ- ~kɪ-ʃik),tá:n,ʧibi,i-taʔa,su,-ʃí,"i-ʃik-o, kɪ-ʃi",tɪ-tan-aŋ ~a-,lá-ɔ̃̀,ʃibi,ki-ʃi,-tã́ũ
107,FIVE,1,1,2,2,1,1,1,2,1,2,2,3,2,2,1,2,2,2,1
108,SIX,ku-toʧin,a-ʧirɪm,tásé,tase,tə́li,"ʧíhèn, -ʧíhèŋ",ʧĩ́hĩ̀,pe-taʃe~ku-taʃi,ʧe:nt,tase,i-tunihi,tase,tásé,(ku-)taʃi,ti-ʧerɪm,"te,zo",taʃe,ku-tasi,-tə̀:lì
108,SIX,1,2,3,3,3,1,1,1,1,3,4,3,3,1,2,3,1,3,3
109,SEVEN,kuzor,a-tarba,súnàrí,sinna,ʧìndèrè,tàŋílə̀,tíndàlò,pi-sundɛri-ku-sundari,tà’jo:r,sunare,i-tandərjɛ,bəsunari,súndèrè,(ku-)sunduri,tarwa,tã̀ sẽ́,sunare,ku-tasi apire,ʧìndèrè
109,SEVEN,2,3,1,1,1,1,1,1,6,1,1,5,1,1,3,3,1,4,1
110,EIGHT,kuliv,a-wur,úrú,riju,kúnlə̀i,jə́:rù,tíndátù,ko-nas ~ ku-,ʔé:r,uro,i-totato,bəsanaze,ríré,(ku-)na-nas,u-wur,dálànzɔ,ru,ku-tasi a iva,kúnlə̀i
110,EIGHT,1,2,2,2,1,3,5,6,3,3,5,4,3,6,2,4,3,1,1
111,NINE,kutivi,ʃa-dɔŋ,toroj,unnanasi,kùʧì,dó:rè  ìdó:rè,tíndíʃì,pe-tɔrore ~ ko-tɔrɔre,ʤírɔ̀,toroəi,i-tińdəsi,bita gene,tárá  (H.),kiʃa-nuas,u-sɔtat,látànàʃẽ́,tɔrwai,ku-tasi a i-tar,kùʧì
111,NINE,1,2,3,4,1,2,5,3,2,3,3,6,3,4,7,3,3,1,1
112,TEN,kulidir *likure,kur,bìtúrú; rìkùrì,tangini,kùpà,ó:pá,úpá,pɪ-nɪkɛranaba (dd); ɪkpiri (dc),ɔ̀p,turo (dd.); kɪrəu (dc.),ʔupa,lafa,kúrí,a-kere-(na)-ba (dd.); rɪpiri (dc),ri-kut,úpo,bitio,rikiri,kùpà
112,TEN,1,1,2,3,1,1,3,4,1,4,1,6,4,4,1,1,5,4,1
113,FIFTEEN,likure nin nitau,*kur-na-tone,*rikurin ʃibi,tangini-o-ʃu,gèndù; kùppá nàzátɔ̃̂,ó:pá nìtâŋ,swà:gə̀tá,*ri-piri ar kiʃi,{ɔ̀pʊ̀tá:  n},?,*ópa:  tá:a,?,nə́-kúrí-n  óóʃi,?,?,úpócítõ,?,ri-kiri i-ʃi,gèndù; kùppá nàzátɔ̃̂
113,FIFTEEN,1,2,3,4,5,7,6,2,7,?,7,?,2,?,?,7,?,3,5
114,TWENTY,akut aba,kur-aba,*akur repo,oro,kà-màngà,də̀kwɛ̀zɛ̀,kùʤìjò,**a-ɸiri a-ba; *ar piri aba,ə́rkwɔ́:z̥,?,*opá:li:e,?,a̍-kúrá-rja,?,akunaba,alə́sə,uket turere,a-kiri a va,kà-màngà
114,TWENTY,1,1,1,2,3,4,5,6,4,?,8,?,1,?,1,8,0,1,3
115,HUNDRED,likalt,?,*rinu,reke,amangatawun,zə̀ŋgú,ìkwà:ku; dəri,*rina,ùzùŋgú,?,?,?,o-ta̍a̍dé,?,?,ri-noku,ikwi,ku-dari kure,?
115,HUNDRED,1,?,2,2,3,4,5,2,4,?,?,?,7,?,?,8,5,9,?
115.1,TWO HUNDRED,akalt aba,nak-aba,sinu serpo,?,ùkpàkù,?,?,?,?,?,?,?,*tadie mɪ-ria; *a-jini a-ria,?,?,?,?,?,ùkpàkù
115.1,TWO HUNDRED,1,1,2,?,3,?,?,?,?,?,?,?,4,?,?,?,?,?,3
116,FOUR HUNDRED,akalt anas,nak-anas,*sinu sinaze,?,?,?,?,*anna nas,?,?,?,?,n-taadé-ǹ nááze,?,?,a-naka-naʃe,?,ma-dari ma-va,?
116,FOUR HUNDRED,1,1,2,?,?,?,?,1,?,?,?,?,3,?,?,1,?,4,?
117,THOUSAND,?,**nák kurru,*sinu nkuri,?,?,zə̀ŋgú  ʔó:pá,?,*rina rig,?,?,?,?,o-dúbú  H.,?,?,údubu H.,?,-dari ri-kiri,?
117,THOUSAND,?,1,1,?,?,2,?,3,?,?,?,?,4,?,?,4,?,5,?
